Автор,Место работы автора,Специализация адресата,Содержание,Примечание,Количество слов
1509,72,1,2817,0,3
1071,730,10,197,0,6
998,1241,10,1632,0,9
449,529,10,2000,0,4
143,19,5,392,0,15
348,205,5,2680,0,10
1544,1391,5,2055,0,11
867,791,5,3544,0,28
1433,653,10,9,0,5
545,253,10,2322,0,6
280,415,3,2747,0,5
1215,782,1,862,0,14
1808,1296,10,166,0,7
295,637,10,3264,0,10
1197,100,5,2458,0,15
1526,728,10,2000,0,4
1599,858,5,2518,0,6
1794,961,1,762,0,2
190,661,1,762,0,2
532,989,1,1930,0,3
1446,453,4,1343,0,6
1512,806,10,2000,0,4
947,381,3,1373,0,20
348,205,5,3189,0,35
947,381,1,3392,0,7
1808,1296,10,3190,0,6
1376,750,10,676,0,5
352,1291,5,3586,0,13
317,1049,5,3373,0,24
389,127,11,1473,0,4
1675,791,5,1246,0,9
1627,1118,10,494,0,5
1300,729,10,2000,0,4
167,1128,8,3592,0,13
543,731,10,2000,0,4
1775,743,10,202,0,7
1256,794,10,2000,0,4
1492,243,10,664,0,3
1122,1300,2,980,156,4
1379,738,10,1269,0,12
1220,1033,1,1108,0,3
605,978,1,1108,0,3
884,1020,1,1108,0,3
1539,1150,10,145,0,8
1675,791,5,2003,0,8
229,502,10,177,0,6
927,553,10,1751,0,7
1106,479,8,3592,0,13
444,1223,3,2076,0,15
389,127,1,1776,0,2
1808,1296,10,160,0,5
304,314,5,573,0,6
1616,645,10,2000,0,4
1326,495,1,3049,0,3
273,403,3,3075,0,6
1191,620,3,213,0,8
469,780,10,2497,0,17
1596,804,10,196,0,5
72,516,10,2001,0,6
1251,1265,10,659,0,14
1188,1062,5,2260,0,12
1349,744,10,1610,0,9
1540,969,1,3452,0,5
547,509,1,3064,0,8
1675,791,10,1251,0,11
392,521,10,2855,0,6
1152,764,10,1750,0,7
1069,481,5,2100,0,7
409,526,5,2416,0,4
24,802,8,3701,0,10
1721,747,10,2000,0,4
326,784,10,183,0,6
385,260,5,2176,0,11
947,381,1,1586,0,6
1387,785,5,1203,0,11
1628,535,10,493,0,8
662,671,10,1769,0,3
1071,730,10,1898,0,16
192,809,10,82,0,11
1028,745,10,713,0,6
1088,662,5,2084,0,10
1808,1296,10,184,0,8
651,791,5,2687,0,18
1381,859,5,3603,0,12
83,609,9,759,0,2
859,51,5,2973,0,8
845,140,5,24,0,12
318,1075,6,2730,0,7
1346,350,2,1191,207,8
359,569,1,215,0,3
1298,1038,1,848,0,8
847,852,5,1828,0,12
118,844,6,1637,0,9
1099,399,10,2000,0,4
885,1228,10,1644,0,4
993,48,10,80,0,12
389,127,9,2485,0,6
1015,740,10,2000,0,4
810,754,10,2000,0,4
577,537,1,169,0,7
429,311,9,2595,0,5
1199,1053,5,3465,0,20
1433,653,10,963,48,10
563,732,10,1898,0,16
457,785,5,1250,0,11
1358,718,5,2099,0,14
947,381,1,433,0,5
813,459,5,2147,0,11
508,1188,5,2024,0,6
820,586,1,1930,0,3
783,584,1,1930,0,3
477,990,1,1930,0,3
1811,233,5,3643,0,16
1778,798,1,296,0,5
1778,798,10,1319,225,2
1778,798,10,2840,0,9
1459,1199,1,249,0,7
1382,139,10,2939,0,9
596,1368,10,683,0,4
348,205,5,3188,0,8
973,610,9,2420,0,5
1057,1100,9,2061,0,8
1057,1100,5,2061,0,8
1690,694,10,162,0,8
176,92,6,2280,0,9
496,1448,5,2216,0,4
1636,132,1,671,0,3
1587,1387,4,3684,0,7
118,844,5,3228,0,16
1747,1217,4,3636,0,11
1805,385,3,905,104,4
1740,797,10,3073,0,4
1577,1240,1,164,0,5
1675,791,5,1903,0,34
625,643,10,1606,0,4
248,785,5,2240,0,31
73,463,5,1602,0,11
631,6,4,679,0,9
992,1142,11,2938,0,7
772,635,4,2792,0,6
925,1203,10,525,0,8
925,1203,10,3737,0,6
1625,768,5,2423,0,19
935,397,10,957,0,8
870,896,5,1204,0,9
1698,93,5,3444,0,4
1229,1334,5,239,0,9
1018,1389,10,860,0,5
1382,139,5,2734,0,9
1372,733,2,972,0,3
1313,116,10,1146,0,9
348,205,5,1717,0,14
1018,1389,4,2261,0,9
476,849,5,2712,0,12
476,849,5,2700,0,6
1372,733,1,680,0,9
354,805,10,1898,0,16
726,499,10,1898,0,16
927,553,5,2057,0,5
870,1421,5,3547,0,24
829,230,10,684,0,6
96,844,1,2562,0,13
1604,511,5,2884,0,13
836,962,5,2011,0,7
1787,510,5,2467,0,23
48,781,10,2494,0,14
1300,729,10,2494,0,14
280,415,2,916,117,4
1433,653,10,2494,0,14
1062,526,10,2494,0,14
1740,797,10,2494,0,14
68,498,10,761,0,13
1232,785,5,1982,0,15
389,127,5,2383,0,7
1675,791,5,315,0,12
1788,205,5,2155,0,24
1396,883,5,2064,0,10
354,805,10,3130,0,6
970,636,9,3071,0,6
1804,739,10,1898,0,16
987,391,11,2256,0,8
403,759,10,1898,0,16
542,1176,10,483,0,9
45,933,10,598,0,5
1682,1259,10,1584,0,4
1675,791,2,2630,0,8
1675,791,3,2630,0,8
508,1188,2,601,0,3
1373,814,9,1408,0,12
190,661,1,1930,0,3
1794,961,1,1930,0,3
654,989,1,1930,0,3
403,759,10,2396,0,15
459,261,5,2858,0,10
148,1420,5,3474,0,17
1215,782,10,3160,0,8
1382,139,5,2942,0,12
921,77,5,3122,138,19
762,1281,10,2494,0,14
22,517,10,2495,0,16
1628,535,10,2494,0,14
1598,775,10,2494,0,14
1056,238,10,1428,0,8
1675,791,5,3233,0,19
118,844,5,1410,0,7
1631,996,1,1119,0,9
851,606,1,1119,0,9
1093,992,1,1119,0,9
1616,645,10,1080,0,16
1000,1261,1,875,0,6
1115,856,1,2116,0,15
795,796,1,2487,0,11
795,796,10,1272,0,12
508,1188,10,527,0,9
170,814,10,3735,0,7
618,1210,5,2800,0,6
467,1189,10,3507,0,12
925,1203,10,366,0,8
1711,732,10,2313,0,11
713,570,3,375,0,13
249,526,5,260,0,14
1618,709,5,1254,0,20
411,982,10,2219,0,10
1467,42,8,2609,0,4
241,916,10,1898,0,16
1223,780,10,2891,0,5
1232,785,5,2682,0,10
348,205,5,1441,0,14
1690,694,10,1271,0,6
750,728,10,1080,0,16
832,803,10,1080,0,16
1693,380,5,1477,6,13
1707,1260,10,523,0,7
1755,1073,6,244,0,12
304,314,10,2381,0,3
1410,896,5,3295,0,19
920,1312,10,0,0,9
28,778,11,398,0,3
1681,1207,2,36,46,5
1681,1207,2,39,46,4
1338,783,10,2494,0,14
467,1189,10,543,0,5
146,1336,10,1273,0,7
1761,751,10,2494,0,14
1452,1359,4,2363,0,7
933,4,10,2569,0,9
798,274,10,485,0,8
637,1335,5,2062,0,11
1433,654,10,2312,0,10
759,1308,10,2239,0,7
1675,791,5,2621,0,11
1675,791,5,1098,0,15
577,537,10,1898,0,16
617,215,1,2164,0,13
1679,1005,6,103,0,6
816,798,5,3681,0,12
389,127,5,484,0,15
88,346,9,2992,0,5
1080,988,6,103,0,6
1079,341,10,543,0,5
154,240,10,543,0,5
1721,747,10,1638,0,9
1721,747,10,2312,0,10
280,415,4,276,0,5
1808,1296,1,159,0,6
118,844,5,2072,0,13
408,1016,1,1421,0,8
1382,139,0,130,0,8
129,1324,4,688,0,6
1257,99,1,837,16,3
618,1210,10,2799,0,7
556,770,3,3059,0,7
1359,748,10,146,0,10
1254,1156,5,1678,0,17
1610,720,5,2361,0,7
348,1138,5,2660,0,15
1310,205,5,673,0,7
348,1138,5,2584,0,9
535,205,5,1151,0,11
993,48,1,1984,0,3
410,1056,5,645,0,10
1411,1281,10,1129,0,13
1058,272,9,2646,0,13
1402,526,10,402,0,9
1768,1172,10,482,0,4
870,896,5,3296,214,21
118,844,5,2047,0,13
1748,906,5,1300,0,13
990,503,2,1036,0,4
1046,1191,2,916,0,4
1232,788,5,2587,0,24
945,824,5,2334,0,16
270,20,5,2669,172,11
374,319,5,2180,0,10
727,505,1,591,0,14
1421,844,5,2179,0,7
118,844,5,2048,0,11
631,6,10,678,0,10
854,82,10,248,0,8
1273,261,10,3043,0,13
1077,1284,9,2409,0,16
1232,785,5,575,0,7
1288,303,1,922,179,6
429,311,9,576,0,10
1459,1173,1,2404,0,15
1459,1173,1,314,239,13
811,1411,1,64,0,12
75,69,1,1896,0,7
664,1194,3,1195,107,8
1164,822,5,3225,153,24
1675,791,5,3551,0,17
1095,402,1,1625,18,7
358,1185,10,518,0,3
346,734,10,3178,0,12
1768,1172,10,182,0,10
45,933,10,520,0,4
618,1210,10,2798,227,6
1071,730,10,2308,0,3
673,910,5,2615,0,7
1145,1429,1,1101,0,6
1145,1429,1,1391,0,5
1675,791,5,2115,0,8
657,668,9,241,0,12
1362,356,10,552,0,7
1313,1209,10,404,0,12
1313,1209,10,481,0,5
1727,1349,4,2618,0,9
1675,791,5,352,0,26
1774,1006,5,1438,0,17
229,502,1,167,0,11
358,599,2,38,0,7
1377,1393,3,1990,0,18
870,896,5,1282,0,13
468,824,5,1060,0,15
713,570,3,3196,0,12
1062,526,10,2777,0,4
1675,791,3,2348,77,14
1675,791,2,2454,0,14
1675,791,2,2348,77,14
410,1056,5,3221,0,13
575,400,5,2349,0,8
647,1368,10,682,0,8
618,1210,10,520,0,4
1313,116,2,980,0,4
1221,667,9,362,0,11
154,240,10,1427,0,9
1597,311,1,426,0,9
924,382,3,2637,0,10
687,696,5,2588,0,8
1696,738,10,702,0,7
1768,1172,10,181,0,6
211,432,10,2652,0,10
625,643,10,551,0,10
1043,1463,5,2183,0,13
1324,1122,8,3592,0,13
347,16,5,1429,0,16
412,1138,5,2565,0,12
696,1252,5,150,0,5
651,791,5,2004,0,7
410,1266,6,919,0,6
1134,783,3,1066,0,8
127,1068,1,850,0,11
1649,383,10,542,0,6
856,605,5,3138,0,23
1783,294,10,669,86,7
313,785,5,2275,0,17
1076,388,10,2768,0,6
142,848,9,3528,0,16
951,736,10,114,0,12
863,1245,5,3261,0,18
1313,116,10,3562,0,9
1417,700,5,2589,0,14
1572,807,1,949,0,12
745,241,2,3006,0,6
358,599,2,980,0,4
437,271,10,534,0,4
165,1019,9,69,0,3
57,1037,9,69,0,3
618,1210,10,492,0,4
302,977,9,69,0,3
618,1210,10,2647,0,8
872,20,5,1966,0,12
1390,1346,4,574,0,6
1788,205,5,2807,0,10
1590,1141,10,394,0,12
280,415,9,2666,0,10
277,677,1,2490,0,8
1592,608,3,3183,0,16
327,1010,3,2425,0,9
1710,930,5,3635,30,6
760,65,1,841,0,5
1461,970,5,2094,0,8
744,109,1,3034,0,6
618,1210,10,548,0,8
427,107,5,223,0,5
628,1394,5,2114,0,18
1382,139,5,1236,0,24
1529,1256,4,3687,0,10
444,1223,3,3235,0,19
1480,157,10,1627,0,7
1046,1191,2,917,0,6
1787,510,5,2459,0,13
1007,1382,4,1663,0,6
1572,807,1,1910,0,7
1675,791,5,3495,0,19
1120,53,7,1142,169,10
1458,123,2,3003,0,9
1458,123,2,3004,0,11
1458,123,2,3005,0,8
1353,1257,5,365,0,11
1458,123,5,2137,0,18
575,442,5,2465,0,18
1564,1269,4,2406,0,7
1791,1416,4,89,0,7
1264,1233,4,3087,0,13
691,1329,3,865,0,6
563,732,10,951,0,9
1370,1088,8,1216,0,5
546,923,1,841,0,5
358,1185,9,631,0,6
310,1290,2,636,0,4
340,768,5,2421,0,2
508,1188,2,600,0,6
708,487,5,242,0,12
1042,266,4,1423,0,11
410,1266,5,919,0,6
319,525,9,2106,0,19
107,220,9,2300,0,11
280,415,2,916,0,4
1492,243,10,961,0,15
476,20,5,1215,0,5
1215,782,2,940,0,12
315,203,5,468,0,2
170,814,10,3048,0,6
313,769,5,2953,0,9
1647,408,4,78,0,13
436,3,1,2059,0,19
1215,782,10,1360,36,8
1215,782,2,944,49,6
1652,205,5,1395,167,20
491,874,4,1601,0,11
1454,1434,7,1182,52,7
1170,844,1,271,0,11
1232,785,5,2579,0,17
741,666,9,2619,0,13
9,256,9,532,0,6
836,962,5,2530,0,6
1062,526,5,584,0,17
651,791,5,274,0,8
786,1461,10,168,0,7
1593,1258,5,2805,0,9
1675,791,3,2452,0,6
1675,791,2,2452,0,6
1081,23,5,3311,0,21
1232,785,5,2924,0,34
1232,785,5,1245,0,14
1232,785,5,2918,0,21
1675,791,5,1240,0,24
123,870,4,3312,0,16
1350,390,9,473,0,6
810,754,10,2343,0,11
411,982,5,2219,0,10
111,1371,4,2305,0,5
352,1291,5,2173,0,7
306,1024,1,2988,0,3
103,387,10,641,0,5
1172,785,5,1655,0,10
478,108,5,2030,0,11
1768,1172,10,1494,0,8
503,1338,4,123,0,9
618,1210,10,517,0,4
141,233,5,2284,0,7
1564,1269,4,3232,0,6
1554,628,1,815,0,2
1313,116,2,601,0,3
564,1183,10,2895,0,7
1507,1189,1,270,0,9
335,247,5,2109,0,9
496,1448,5,2086,0,3
1768,1172,11,1524,0,5
854,81,10,1337,0,10
1652,205,5,2345,0,16
88,346,5,2974,0,19
524,907,5,3236,0,22
875,1357,4,109,0,7
1317,292,10,520,0,4
1655,451,10,540,0,9
170,814,10,2385,0,5
1313,116,9,1199,0,17
221,782,5,2832,0,9
358,599,9,1597,0,7
1768,1172,9,2990,0,4
99,1369,4,708,0,7
1604,511,5,3573,0,17
447,993,5,2640,0,12
508,1188,10,1478,0,9
467,1189,1,2596,0,5
1356,1333,4,2894,0,4
1604,511,4,2073,0,10
1285,1092,5,3572,0,17
558,966,1,222,0,4
1188,1062,4,2006,0,5
1572,807,1,2253,0,13
1675,791,5,2461,0,15
1675,791,5,2508,0,9
1211,123,10,1103,0,7
1365,985,1,2523,0,6
1647,408,4,147,0,8
1186,1205,10,2750,0,6
111,1371,4,2304,0,5
503,1338,4,3146,0,3
650,942,9,767,0,8
325,1004,9,767,0,8
558,966,9,767,240,8
1028,745,5,1309,0,11
221,782,10,403,0,13
385,260,5,3222,0,16
1718,1181,2,34,0,2
1464,888,4,2634,0,7
1675,791,5,646,0,5
221,782,5,879,0,8
1357,797,10,3382,0,11
664,1194,2,601,0,3
1129,1058,3,1217,0,3
413,729,1,1127,0,3
248,785,5,744,0,4
957,694,10,2971,112,6
1801,490,5,373,0,4
497,417,5,2093,0,14
1043,1463,5,2060,0,13
264,1359,5,3660,0,13
1675,791,5,1048,0,17
153,148,5,115,0,13
627,1198,9,1121,0,11
1232,785,5,1231,0,16
107,220,5,2929,0,16
1772,1378,4,3376,0,4
445,29,5,1820,0,13
83,704,2,31,50,7
83,704,2,30,50,7
83,704,2,28,50,8
664,1194,1,265,0,3
1708,293,10,498,0,7
1748,906,5,580,0,11
664,1194,10,626,0,5
1232,785,5,2585,0,24
817,785,5,563,0,9
1773,1143,5,2560,0,16
375,125,10,1757,0,5
508,1188,10,2654,0,7
10,438,10,3423,0,9
1649,383,10,522,0,8
321,581,5,3478,0,12
819,640,5,1239,0,7
1215,782,2,941,226,14
348,1138,5,2578,0,10
307,1343,4,2298,0,11
1701,71,1,221,0,3
664,1194,10,521,0,10
1787,510,5,1152,0,13
565,1362,4,3153,19,8
1384,1128,5,3410,0,24
1675,791,5,2702,0,4
1371,216,9,2857,0,9
1251,1265,4,986,0,15
1066,461,5,2878,0,3
1232,786,5,2576,0,9
686,720,5,800,0,5
651,791,5,2681,0,2
83,609,9,395,0,7
436,3,8,285,0,9
892,444,0,3420,0,5
166,841,5,2809,0,8
1433,653,11,637,90,8
1128,1061,5,303,0,19
1215,782,10,113,0,3
1168,203,5,2947,0,4
221,782,10,731,0,9
245,452,10,425,0,2
585,540,10,735,0,7
1502,19,5,1636,0,5
348,205,5,1442,0,6
412,205,5,2554,0,13
467,1189,1,409,0,3
4,32,11,3266,0,4
1232,785,5,1234,0,10
1232,785,5,1244,0,8
563,732,10,2319,0,10
249,526,10,400,0,4
1028,745,1,2488,0,7
69,359,10,700,0,6
832,803,1,2281,0,9
1459,1199,10,463,0,13
44,847,1,1728,0,4
87,28,1,3116,0,27
1577,1240,4,3052,0,9
1232,785,5,3480,0,21
1766,1279,10,3531,0,27
261,237,5,1505,0,7
651,791,5,1265,0,11
1232,785,5,2476,0,37
190,660,1,770,0,14
654,989,1,770,0,14
1794,961,1,770,0,14
1357,797,10,3051,0,6
1545,1262,2,601,0,3
525,595,1,1792,0,5
173,495,1,43,0,3
1406,80,1,42,0,3
7,1088,1,628,0,3
1292,1235,4,633,0,6
956,282,3,833,0,4
952,1196,2,601,0,3
1254,1156,5,1680,0,10
896,521,10,3061,0,7
217,1410,5,1209,0,12
746,798,5,2931,0,11
896,521,10,716,0,8
1066,461,5,58,0,4
1066,461,5,280,0,4
1402,526,10,1840,0,11
72,516,10,1559,0,9
240,721,1,2574,0,3
1496,1454,1,90,0,9
700,803,10,783,0,6
784,761,10,2318,0,6
1429,1298,4,640,0,6
527,799,10,2318,0,6
1222,619,3,897,0,4
66,974,1,3553,0,6
1721,747,10,1560,0,11
95,406,5,205,0,11
1188,1062,1,3761,0,3
1188,1062,4,640,0,6
1046,1191,2,943,0,9
1046,1191,2,942,0,7
1018,1308,4,2756,0,13
469,780,10,732,0,13
1523,1322,4,2278,0,12
72,516,10,1560,0,11
389,48,5,1593,0,7
1322,707,5,2005,0,15
1652,205,5,2415,0,8
1455,701,5,3320,0,23
116,800,10,2318,0,6
587,733,10,2381,0,3
1371,216,1,2900,0,7
862,986,1,41,0,4
1490,695,9,2995,0,7
1283,90,1,2631,0,3
1675,791,5,1480,0,10
319,525,4,79,0,4
476,849,5,1688,0,6
48,781,10,413,0,8
1444,1417,5,1476,0,7
1415,789,5,141,0,13
218,1161,5,286,0,14
946,779,10,3488,0,8
1458,123,10,2392,0,11
304,703,10,2381,0,3
1768,1172,10,2381,0,3
70,762,10,1698,0,14
810,754,10,732,0,13
1721,747,10,732,0,13
582,1085,6,638,0,8
1349,1465,10,1208,0,10
1395,357,2,779,0,6
1371,216,1,2266,0,10
1395,357,2,778,0,5
832,803,10,654,0,11
1415,767,5,322,0,2
1690,694,4,1619,0,6
1690,694,2,601,0,3
1186,1205,9,2018,0,15
1371,216,9,2265,0,9
110,277,10,872,0,15
1433,653,10,3736,0,5
925,1203,10,3010,0,10
787,679,4,84,0,8
1167,7,1,2046,0,12
869,321,10,2438,0,5
251,303,1,44,0,4
1180,737,10,643,0,5
526,1328,9,68,0,4
1433,653,10,3667,0,15
1443,0,5,2263,0,5
72,516,10,21,0,7
1660,835,6,638,0,8
245,452,1,704,0,2
549,814,10,741,0,4
565,1362,1,1120,0,6
1068,289,2,600,0,6
345,365,2,611,0,3
677,364,2,600,0,6
348,1138,5,272,0,11
1073,561,5,2037,0,6
1598,775,10,2395,0,12
280,415,2,3029,0,5
688,1030,5,2766,0,8
11,858,5,1226,0,13
577,537,10,2188,0,9
461,698,5,655,0,6
925,1203,9,1138,0,10
1526,728,10,3482,0,5
1131,824,5,3293,0,16
644,1132,5,3585,0,17
1459,1199,10,3666,0,13
1459,1199,10,1932,0,9
1473,194,6,201,0,8
961,1138,5,1793,0,8
870,896,5,1651,0,16
45,1208,10,3051,0,6
1804,739,10,703,0,12
417,1336,4,2755,0,5
688,1030,5,2765,0,7
787,679,4,1481,0,8
1706,440,1,819,0,10
1416,741,3,1462,0,6
565,1362,1,2648,0,12
1542,1069,1,841,0,5
925,1203,10,1522,0,6
1600,759,10,3670,0,7
702,697,5,3676,0,9
1129,1058,3,896,0,5
947,741,10,3668,0,17
116,800,10,3330,0,6
1402,526,5,3568,0,14
1423,935,2,1506,0,10
1625,768,5,2422,0,6
1086,362,3,1042,0,5
611,811,3,621,0,7
1588,88,1,837,0,3
587,733,10,3666,0,13
553,91,1,837,0,3
653,731,3,621,0,7
217,1410,5,3651,0,19
1804,739,10,3666,0,13
1675,791,5,2507,0,16
549,814,10,3666,0,13
816,798,10,3666,0,13
1664,532,10,3666,0,13
1223,780,10,18,0,14
1449,313,10,3337,0,6
73,639,10,3663,0,11
480,165,10,3485,217,5
1755,1073,6,3696,0,3
776,647,10,3673,0,6
1572,807,10,3673,0,6
1371,216,1,2489,0,14
586,616,1,1379,0,7
945,824,5,3202,0,20
716,306,10,3673,0,6
1383,297,10,3647,0,3
92,306,10,3673,0,6
1348,612,10,3647,0,3
346,804,10,3673,0,6
508,1188,10,3673,0,6
1684,267,2,33,67,5
1724,307,10,3670,0,7
205,765,10,3670,0,7
1415,789,5,868,0,10
1019,931,10,1763,0,8
18,295,10,3669,0,4
1687,300,10,1316,0,10
1079,341,10,3664,0,9
1186,1205,5,2019,0,23
1294,462,10,3671,0,10
1616,645,10,1761,0,10
1459,1199,10,3671,0,10
1711,732,10,3647,0,3
1332,521,10,1105,0,5
1510,367,10,3674,0,5
1103,648,10,3662,0,10
951,736,10,1369,0,12
1721,747,10,1370,0,15
241,916,10,3671,0,10
415,1041,6,638,0,8
1481,344,10,3665,0,5
233,1282,10,3668,0,17
304,314,10,3672,0,10
735,520,10,1760,0,7
1718,1181,10,1762,0,6
735,520,10,3668,0,17
490,337,10,1261,0,7
1458,123,10,3668,0,17
1234,1404,6,638,0,8
487,1191,10,3668,0,17
1322,707,5,1393,0,9
334,1096,4,3397,0,10
1062,526,10,2318,0,6
128,1112,10,2843,0,14
575,442,5,25,0,8
476,849,5,3763,0,14
514,913,8,1819,0,2
1271,670,1,48,0,4
482,811,1,952,115,12
903,958,1,843,0,4
1433,653,10,2318,0,6
1675,791,5,569,0,14
1169,684,2,2025,0,7
280,415,5,1436,0,6
280,415,5,1435,0,6
1265,536,10,2318,0,6
1322,707,5,2771,0,4
1415,789,5,198,0,7
916,485,10,2168,0,12
508,1188,10,188,0,15
344,1,1,3139,0,5
1796,70,5,2081,0,16
170,814,10,2318,0,6
1028,745,5,582,0,21
651,791,3,2866,0,3
890,936,3,1197,0,7
1660,835,5,1807,0,5
476,20,5,1200,0,26
24,802,10,2318,0,6
1070,480,5,1767,0,4
1071,730,5,1376,0,8
1071,730,10,2318,0,6
1721,747,10,2318,0,6
653,731,10,2318,0,6
1700,21,5,2157,0,20
1675,791,5,2346,0,8
1672,596,4,615,0,8
182,1202,10,1374,0,9
1474,800,3,621,0,7
996,593,9,3648,0,17
555,1204,10,3486,0,5
1520,1423,5,3144,0,11
939,283,2,555,0,7
153,148,10,54,0,2
1010,1018,5,2053,0,12
651,791,3,2874,0,3
982,207,1,2553,137,27
1275,454,4,1149,0,16
1728,1074,4,309,0,8
996,593,5,317,0,18
1803,1119,5,3526,0,16
982,207,5,312,0,19
769,1282,10,2318,0,6
280,415,10,2318,0,6
1376,750,10,3336,0,10
742,20,5,2159,65,31
436,3,1,421,0,8
1681,1207,9,1622,0,7
1145,1429,1,907,105,5
1675,791,5,2156,0,17
925,1203,10,190,0,15
454,164,10,3119,0,13
1338,783,10,2318,0,6
651,791,5,1230,0,24
1103,648,10,3119,0,13
786,1206,2,32,0,4
1402,526,10,1075,0,18
9,256,3,111,0,15
742,20,5,1851,0,24
1416,741,10,2318,0,6
1046,1191,2,979,0,12
1298,1038,1,842,110,9
934,730,10,982,114,16
1108,1294,3,605,0,20
1223,780,10,1375,0,10
293,1401,5,3282,0,19
1387,772,5,2934,0,20
1675,791,5,1260,0,18
147,511,1,2462,0,7
602,1248,9,1287,161,7
1637,1137,10,3119,0,13
1105,772,5,1881,0,25
1667,1077,9,2639,0,11
1711,732,10,2844,92,14
1675,791,5,1062,0,8
1704,1199,3,1461,0,6
1286,1367,5,2022,0,15
132,1218,5,3472,0,27
508,1188,10,266,0,11
1675,791,5,2586,0,14
952,1196,10,2957,0,10
1043,1463,5,1832,0,14
1105,171,10,3119,0,13
1563,194,6,856,0,5
467,1189,10,2170,0,15
1387,785,5,1085,0,11
839,1115,10,3119,0,13
1101,1212,10,1647,0,7
1675,791,5,2693,0,15
1675,791,5,1178,0,4
1033,890,4,1237,0,8
1767,1311,4,2698,0,6
897,167,10,3580,0,11
1372,733,10,1486,0,10
1728,1074,4,349,0,6
770,758,10,3119,0,13
1526,728,10,3119,0,13
1121,143,10,3569,0,13
625,643,10,3174,0,14
651,791,5,2806,0,15
807,1147,10,3119,0,13
1214,95,1,1950,0,7
792,885,5,1738,0,14
696,1252,5,3489,0,15
627,1198,10,1983,0,15
1723,517,10,3577,0,17
1048,732,10,3119,0,13
429,311,9,1407,0,6
640,44,5,3148,0,24
389,48,1,1350,0,13
1066,461,10,3186,0,17
476,849,5,2455,0,12
1745,112,6,900,34,9
1420,853,5,2512,0,11
638,773,3,617,0,11
698,1358,4,2500,0,11
480,165,10,3119,0,13
1168,203,10,997,0,13
1416,741,3,247,0,16
284,654,10,3119,0,13
280,415,1,279,0,19
1101,1212,9,2483,0,8
245,452,10,245,0,16
1434,1160,6,3554,0,10
1320,647,10,3119,0,13
990,503,3,1031,0,9
1748,906,5,1296,0,16
1164,822,10,813,0,11
1056,1177,1,807,0,9
1458,123,2,1283,0,9
1420,835,5,1855,0,18
1781,1111,10,2996,0,8
1604,511,7,2808,0,9
1670,658,10,2443,0,5
808,475,10,1026,0,12
1723,517,10,3119,0,13
1675,791,5,2295,0,30
1584,804,5,2125,0,14
541,1215,5,1445,0,10
377,971,1,837,0,3
1675,791,5,1962,0,24
1675,785,5,1964,0,18
1675,791,5,2908,0,37
82,844,5,2513,0,12
1053,1363,5,2021,0,16
221,782,10,3119,0,13
1223,780,10,3119,0,13
1675,791,5,946,0,10
389,127,5,1439,0,5
1762,1319,10,2816,89,4
320,811,10,1064,0,8
1670,658,0,2443,0,5
1731,806,9,2853,0,12
286,1316,4,1813,0,7
485,153,10,3119,0,13
990,503,10,3119,0,13
1480,157,10,3119,0,13
1126,747,10,3119,0,13
1167,7,4,3751,0,5
1421,844,5,2211,0,10
304,703,10,2397,0,12
789,1144,10,1468,0,4
1184,479,10,3119,0,13
196,259,5,288,0,7
490,337,5,52,0,3
24,802,5,2041,0,17
764,1274,4,1813,0,7
72,516,10,2898,0,12
1702,721,5,2082,0,2
1675,791,5,3559,28,11
1449,313,2,3100,0,14
1675,791,5,1869,0,12
1249,265,4,1813,0,7
585,540,10,3273,0,10
1280,494,10,3274,0,12
39,868,4,267,0,8
746,798,10,1394,111,11
82,844,5,747,0,12
651,791,1,2930,0,21
651,791,5,2448,0,20
280,415,9,100,0,14
0,37,5,2581,0,9
647,1368,4,1812,0,4
280,415,9,1341,0,12
483,1023,1,1564,0,2
592,1351,9,98,0,12
592,1351,9,86,0,12
1069,481,3,1766,0,1
1678,366,1,467,0,3
1105,772,5,1243,0,20
1526,728,3,617,0,11
1223,780,10,1640,0,20
1658,737,9,2821,0,18
762,1281,3,617,0,11
1200,679,3,617,0,11
1691,1237,3,617,0,11
506,753,3,617,0,11
1048,732,3,617,0,11
119,794,3,617,0,11
1028,745,3,617,0,11
1791,1416,3,617,0,11
821,1427,3,909,47,10
946,779,3,617,0,11
65,760,10,3119,0,13
1626,80,6,832,0,4
1103,648,3,617,0,11
1593,1258,5,1905,0,8
724,694,3,617,0,11
373,1321,3,617,0,11
643,642,3,617,0,11
951,736,3,617,0,11
810,11,3,617,0,11
1186,1205,10,2439,0,11
452,910,5,3755,0,16
530,1143,10,3119,0,13
1048,732,10,3428,0,5
1536,117,1,837,14,3
174,534,10,3119,0,13
1244,155,10,3119,0,13
543,731,10,609,185,17
1180,737,5,2150,0,16
1675,791,10,2886,0,8
873,839,5,1281,0,17
857,291,1,929,119,10
203,785,5,2556,0,18
975,560,5,2633,0,8
543,731,10,984,0,19
362,1083,3,839,0,7
1014,1356,4,632,0,5
1577,1240,3,619,0,12
656,765,10,3119,0,13
1382,139,6,430,0,3
1323,809,3,619,0,12
1309,1226,3,619,0,12
27,781,3,619,0,12
1069,481,6,1768,0,4
202,1467,4,2722,0,11
886,1277,5,2127,0,19
895,411,3,606,0,6
1665,1105,1,2570,0,8
1694,131,5,1293,0,16
139,1442,6,2289,33,8
